"X","Unnamed..0","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
574,"FGF15_FGFR1","FGF15_FGFR1","FGF","FGF19","FGFR1","","","FGF activation receptor 2","","PMC: 4393358","Secreted Signaling","FGF15 - FGFR1","False","FGF19","FGF","Secreted","Secreted, Signal, Reference proteome, 3D-structure, Disulfide bond, Growth factor, Direct protein sequencing","growth factor","False","FGFR1","Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Nucleus, Cytosol, Cytoplasmic vesicle, Cell membrane","Kinase, ATP-binding, Receptor, Cytoplasm, Tyrosine-protein kinase, Cytoplasmic vesicle, Holoprosencephaly, Glycoprotein, Disease variant, Kallmann syndrome, Immunoglobulin domain, Transmembrane helix, Cell membrane, Direct protein sequencing, Transcription, Dwarfism, Heparin-binding, Ubl conjugation, Transcription regulation, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative splicing, Hypogonadotropic hypogonadism, Transferase, Chromosomal rearrangement, Signal, Reference proteome, Nucleus, Phosphoprotein, Craniosynostosis, 3D-structure, Nucleotide-binding, Repeat","Receptors","FGFR;Kinase","","","True","CellChatDB v1"
575,"FGF15_FGFR2","FGF15_FGFR2","FGF","FGF19","FGFR2","","","FGF activation receptor 2","","PMC: 4393358","Secreted Signaling","FGF15 - FGFR2","False","FGF19","FGF","Secreted","Secreted, Signal, Reference proteome, 3D-structure, Disulfide bond, Growth factor, Direct protein sequencing","growth factor","False","FGFR2","Protein kinase superfamily, Tyr protein kinase","Golgi apparatus, Cytoplasmic vesicle, Cell membrane","Membrane, Intellectual disability, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Cytoplasmic vesicle, Nucleotide-binding, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, Apoptosis, Golgi apparatus, Craniosynostosis, Ectodermal dysplasia, 3D-structure, Lacrimo-auriculo-dento-digital syndrome, Heparin-binding, Ubl conjugation","Receptors","FGFR;Kinase","","growth factor","True","CellChatDB v1"
576,"FGF15_FGFR3","FGF15_FGFR3","FGF","FGF19","FGFR3","","","FGF activation receptor 2","","PMC: 4393358","Secreted Signaling","FGF15 - FGFR3","False","FGF19","FGF","Secreted","Secreted, Signal, Reference proteome, 3D-structure, Disulfide bond, Growth factor, Direct protein sequencing","growth factor","False","FGFR3","Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cytoplasmic vesicle, Cell membrane","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Deafness, Repeat, Cytoplasmic vesicle, Nucleotide-binding, Transferase, Endoplasmic reticulum, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Craniosynostosis, Ectodermal dysplasia, 3D-structure, Lacrimo-auriculo-dento-digital syndrome, Dwarfism, Ubl conjugation","Receptors","FGFR;Kinase","","growth factor","True","CellChatDB v1"
577,"FGF15_FGFR4","FGF15_FGFR4","FGF","FGF19","FGFR4","","","FGF activation receptor 2","","PMC: 4393358","Secreted Signaling","FGF15 - FGFR4","False","FGF19","FGF","Secreted","Secreted, Signal, Reference proteome, 3D-structure, Disulfide bond, Growth factor, Direct protein sequencing","growth factor","False","FGFR4","Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cell membrane, Endosome","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation","Receptors","FGFR;Kinase","","growth factor","True","CellChatDB v1"
578,"FGF21_FGFR1","FGF21_FGFR1","FGF","FGF21","FGFR1","","","FGF activation receptor 2","","PMC: 4393358","Secreted Signaling","FGF21 - FGFR1","False","FGF21","FGF","Secreted","Signal, Reference proteome, 3D-structure, Secreted, Growth factor, Direct protein sequencing","growth factor","False","FGFR1","Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Nucleus, Cytosol, Cytoplasmic vesicle, Cell membrane","Kinase, ATP-binding, Receptor, Cytoplasm, Tyrosine-protein kinase, Cytoplasmic vesicle, Holoprosencephaly, Glycoprotein, Disease variant, Kallmann syndrome, Immunoglobulin domain, Transmembrane helix, Cell membrane, Direct protein sequencing, Transcription, Dwarfism, Heparin-binding, Ubl conjugation, Transcription regulation, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative splicing, Hypogonadotropic hypogonadism, Transferase, Chromosomal rearrangement, Signal, Reference proteome, Nucleus, Phosphoprotein, Craniosynostosis, 3D-structure, Nucleotide-binding, Repeat","Receptors","FGFR;Kinase","","","True","CellChatDB v1"
579,"FGF21_FGFR3","FGF21_FGFR3","FGF","FGF21","FGFR3","","","FGF activation receptor 2","","PMC: 4393358","Secreted Signaling","FGF21 - FGFR3","False","FGF21","FGF","Secreted","Signal, Reference proteome, 3D-structure, Secreted, Growth factor, Direct protein sequencing","growth factor","False","FGFR3","Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cytoplasmic vesicle, Cell membrane","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Deafness, Repeat, Cytoplasmic vesicle, Nucleotide-binding, Transferase, Endoplasmic reticulum, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Craniosynostosis, Ectodermal dysplasia, 3D-structure, Lacrimo-auriculo-dento-digital syndrome, Dwarfism, Ubl conjugation","Receptors","FGFR;Kinase","","growth factor","True","CellChatDB v1"
580,"FGF23_FGFR1","FGF23_FGFR1","FGF","FGF23","FGFR1","","","FGF activation receptor 3","","PMC: 4393358","Secreted Signaling","FGF23 - FGFR1","False","FGF23","FGF","Secreted","Disease variant, Signal, Reference proteome, Disulfide bond, Differentiation, Secreted, Phosphoprotein, Growth factor, Direct protein sequencing, 3D-structure, Glycoprotein","growth factor","False","FGFR1","Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Nucleus, Cytosol, Cytoplasmic vesicle, Cell membrane","Kinase, ATP-binding, Receptor, Cytoplasm, Tyrosine-protein kinase, Cytoplasmic vesicle, Holoprosencephaly, Glycoprotein, Disease variant, Kallmann syndrome, Immunoglobulin domain, Transmembrane helix, Cell membrane, Direct protein sequencing, Transcription, Dwarfism, Heparin-binding, Ubl conjugation, Transcription regulation, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative splicing, Hypogonadotropic hypogonadism, Transferase, Chromosomal rearrangement, Signal, Reference proteome, Nucleus, Phosphoprotein, Craniosynostosis, 3D-structure, Nucleotide-binding, Repeat","Receptors","FGFR;Kinase","","","True","CellChatDB v1"
581,"FGF23_FGFR3","FGF23_FGFR3","FGF","FGF23","FGFR3","","","FGF activation receptor 3","","PMC: 4393358","Secreted Signaling","FGF23 - FGFR3","False","FGF23","FGF","Secreted","Disease variant, Signal, Reference proteome, Disulfide bond, Differentiation, Secreted, Phosphoprotein, Growth factor, Direct protein sequencing, 3D-structure, Glycoprotein","growth factor","False","FGFR3","Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cytoplasmic vesicle, Cell membrane","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Deafness, Repeat, Cytoplasmic vesicle, Nucleotide-binding, Transferase, Endoplasmic reticulum, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Craniosynostosis, Ectodermal dysplasia, 3D-structure, Lacrimo-auriculo-dento-digital syndrome, Dwarfism, Ubl conjugation","Receptors","FGFR;Kinase","","growth factor","True","CellChatDB v1"
582,"FGF23_FGFR4","FGF23_FGFR4","FGF","FGF23","FGFR4","","","FGF activation receptor 3","","PMC: 4393358","Secreted Signaling","FGF23 - FGFR4","False","FGF23","FGF","Secreted","Disease variant, Signal, Reference proteome, Disulfide bond, Differentiation, Secreted, Phosphoprotein, Growth factor, Direct protein sequencing, 3D-structure, Glycoprotein","growth factor","False","FGFR4","Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cell membrane, Endosome","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation","Receptors","FGFR;Kinase","","growth factor","True","CellChatDB v1"
583,"PDGFA_PDGFRA","PDGFA_PDGFRA","PDGF","PDGFA","PDGFRA","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","PDGFA - PDGFRA","False","PDGFA","PDGF/VEGF","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Glycoprotein","growth factor","False","PDGFRA","Protein kinase superfamily, Tyr protein kinase","Golgi apparatus, Cell membrane, Cell projection, Cilium","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, Golgi apparatus, Chemotaxis, 3D-structure, Nucleotide-binding, Ubl conjugation","Receptors","Kinase;PDGFR","","","True","CellChatDB v1"
584,"PDGFA_PDGFRB","PDGFA_PDGFRB","PDGF","PDGFA","PDGFRB","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","PDGFA - PDGFRB","False","PDGFA","PDGF/VEGF","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Glycoprotein","growth factor","False","PDGFRB","Protein kinase superfamily, Tyr protein kinase","Lysosome lumen, Cytoplasmic vesicle, Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Cytoplasmic vesicle, Transferase, Glycoprotein, Lysosome, Disease variant, Chromosomal rearrangement, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, Direct protein sequencing, Chemotaxis, 3D-structure, Nucleotide-binding, Ubl conjugation","Receptors","Kinase;PDGFR","","","True","CellChatDB v1"
585,"PDGFB_PDGFRA","PDGFB_PDGFRA","PDGF","PDGFB","PDGFRA","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","PDGFB - PDGFRA","False","PDGFB","PDGF/VEGF","Secreted","Pharmaceutical, Disulfide bond, Secreted, Growth factor, Alternative promoter usage, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Developmental protein, Reference proteome, Proto-oncogene, Mitogen, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure","growth factor","False","PDGFRA","Protein kinase superfamily, Tyr protein kinase","Golgi apparatus, Cell membrane, Cell projection, Cilium","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, Golgi apparatus, Chemotaxis, 3D-structure, Nucleotide-binding, Ubl conjugation","Receptors","Kinase;PDGFR","","","True","CellChatDB v1"
586,"PDGFB_PDGFRB","PDGFB_PDGFRB","PDGF","PDGFB","PDGFRB","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","PDGFB - PDGFRB","False","PDGFB","PDGF/VEGF","Secreted","Pharmaceutical, Disulfide bond, Secreted, Growth factor, Alternative promoter usage, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Developmental protein, Reference proteome, Proto-oncogene, Mitogen, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure","growth factor","False","PDGFRB","Protein kinase superfamily, Tyr protein kinase","Lysosome lumen, Cytoplasmic vesicle, Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Cytoplasmic vesicle, Transferase, Glycoprotein, Lysosome, Disease variant, Chromosomal rearrangement, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, Direct protein sequencing, Chemotaxis, 3D-structure, Nucleotide-binding, Ubl conjugation","Receptors","Kinase;PDGFR","","","True","CellChatDB v1"
587,"PDGFC_PDGFRA","PDGFC_PDGFRA","PDGF","PDGFC","PDGFRA","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","PDGFC - PDGFRA","False","PDGFC","PDGF/VEGF","Cytoplasm, Secreted, Nucleus, Cell membrane, Cytosol, Cytoplasmic granule","Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Cell membrane, Nucleus, Disulfide bond, Secreted, Mitogen, Growth factor, Cleavage on pair of basic residues, Cytoplasm, Alternative splicing, Glycoprotein","growth factor","True","PDGFRA","Protein kinase superfamily, Tyr protein kinase","Golgi apparatus, Cell membrane, Cell projection, Cilium","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, Golgi apparatus, Chemotaxis, 3D-structure, Nucleotide-binding, Ubl conjugation","Receptors","Kinase;PDGFR","","","True","CellChatDB v1"
588,"PDGFD_PDGFRB","PDGFD_PDGFRB","PDGF","PDGFD","PDGFRB","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","PDGFD - PDGFRB","False","PDGFD","PDGF/VEGF","Secreted","Signal, Developmental protein, Reference proteome, Proto-oncogene, Disulfide bond, Secreted, Mitogen, Growth factor, Cleavage on pair of basic residues, Alternative splicing, Glycoprotein","growth factor","False","PDGFRB","Protein kinase superfamily, Tyr protein kinase","Lysosome lumen, Cytoplasmic vesicle, Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Cytoplasmic vesicle, Transferase, Glycoprotein, Lysosome, Disease variant, Chromosomal rearrangement, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, Direct protein sequencing, Chemotaxis, 3D-structure, Nucleotide-binding, Ubl conjugation","Receptors","Kinase;PDGFR","","","True","CellChatDB v1"
589,"VEGFA_VEGFR1","VEGFA_VEGFR1","VEGF","VEGFA","FLT1","","","","","KEGG: hsa04370; PMID: 16633338","Secreted Signaling","VEGFA - VEGFR1","False","VEGFA","PDGF/VEGF","Secreted","Alternative initiation, Disulfide bond, Differentiation, Secreted, Growth factor, Alternative promoter usage, Alternative splicing, Glycoprotein, Signal, Developmental protein, Reference proteome, Mitogen, Direct protein sequencing, Angiogenesis, 3D-structure, Heparin-binding","growth factor","False","FLT1","Protein kinase superfamily, Tyr protein kinase","Cell membrane, Endosome","Membrane, Secreted, Disulfide bond, Kinase, Differentiation, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Angiogenesis, Chemotaxis, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
590,"VEGFA_VEGFR2","VEGFA_VEGFR2","VEGF","VEGFA","KDR","","","VEGF activation receptor","","KEGG: hsa04370; PMID: 16633338","Secreted Signaling","VEGFA - VEGFR2","False","VEGFA","PDGF/VEGF","Secreted","Alternative initiation, Disulfide bond, Differentiation, Secreted, Growth factor, Alternative promoter usage, Alternative splicing, Glycoprotein, Signal, Developmental protein, Reference proteome, Mitogen, Direct protein sequencing, Angiogenesis, 3D-structure, Heparin-binding","growth factor","False","KDR","Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cell membrane, Cell junction","Membrane, Host-virus interaction, Secreted, Disulfide bond, Kinase, Differentiation, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Cytoplasmic vesicle, Transferase, Endoplasmic reticulum, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Angiogenesis, 3D-structure, Cell junction, Nucleotide-binding, Endosome, Ubl conjugation","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
591,"VEGFB_VEGFR1","VEGFB_VEGFR1","VEGF","VEGFB","FLT1","","","","","KEGG: hsa04370; PMID: 16633338","Secreted Signaling","VEGFB - VEGFR1","False","VEGFB","PDGF/VEGF","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Alternative splicing, 3D-structure, Heparin-binding, Glycoprotein","growth factor","False","FLT1","Protein kinase superfamily, Tyr protein kinase","Cell membrane, Endosome","Membrane, Secreted, Disulfide bond, Kinase, Differentiation, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Angiogenesis, Chemotaxis, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
592,"VEGFC_VEGFR3","VEGFC_VEGFR3","VEGF","VEGFC","FLT4","","","","","KEGG: hsa04370; PMID: 16633338","Secreted Signaling","VEGFC - VEGFR3","False","VEGFC","PDGF/VEGF","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Cleavage on pair of basic residues, Repeat, 3D-structure, Glycoprotein","growth factor","False","FLT4","Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Cell membrane, Nucleus","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Direct protein sequencing, Angiogenesis, 3D-structure, Nucleotide-binding, Repeat","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
593,"VEGFC_VEGFR2","VEGFC_VEGFR2","VEGF","VEGFC","KDR","","","VEGF activation receptor","","KEGG: hsa04370; PMID: 16633338","Secreted Signaling","VEGFC - VEGFR2","False","VEGFC","PDGF/VEGF","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Cleavage on pair of basic residues, Repeat, 3D-structure, Glycoprotein","growth factor","False","KDR","Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cell membrane, Cell junction","Membrane, Host-virus interaction, Secreted, Disulfide bond, Kinase, Differentiation, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Cytoplasmic vesicle, Transferase, Endoplasmic reticulum, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Angiogenesis, 3D-structure, Cell junction, Nucleotide-binding, Endosome, Ubl conjugation","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
594,"VEGFD_VEGFR3","VEGFD_VEGFR3","VEGF","VEGFD","FLT4","","","","","KEGG: hsa04370; PMID: 16633338","Secreted Signaling","VEGFD - VEGFR3","False","VEGFD","PDGF/VEGF","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Cleavage on pair of basic residues, Repeat, 3D-structure, Glycoprotein","growth factor","False","FLT4","Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Cell membrane, Nucleus","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Direct protein sequencing, Angiogenesis, 3D-structure, Nucleotide-binding, Repeat","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
595,"VEGFD_VEGFR2","VEGFD_VEGFR2","VEGF","VEGFD","KDR","","","VEGF activation receptor","","KEGG: hsa04370; PMID: 16633338","Secreted Signaling","VEGFD - VEGFR2","False","VEGFD","PDGF/VEGF","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Cleavage on pair of basic residues, Repeat, 3D-structure, Glycoprotein","growth factor","False","KDR","Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cell membrane, Cell junction","Membrane, Host-virus interaction, Secreted, Disulfide bond, Kinase, Differentiation, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Cytoplasmic vesicle, Transferase, Endoplasmic reticulum, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Angiogenesis, 3D-structure, Cell junction, Nucleotide-binding, Endosome, Ubl conjugation","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
596,"PGF_VEGFR1","PGF_VEGFR1","VEGF","PGF","FLT1","","","","","KEGG: hsa04370; PMID: 16633338","Secreted Signaling","PGF - VEGFR1","False","PGF","PDGF/VEGF","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Alternative splicing, 3D-structure, Heparin-binding, Glycoprotein","growth factor","False","FLT1","Protein kinase superfamily, Tyr protein kinase","Cell membrane, Endosome","Membrane, Secreted, Disulfide bond, Kinase, Differentiation, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Angiogenesis, Chemotaxis, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
597,"VEGFA_VEGFR1R2","VEGFA_VEGFR1R2","VEGF","VEGFA","FLT1_KDR","","","VEGF activation receptor","","PMID: 16633338","Secreted Signaling","VEGFA - VEGFR1R2","False","VEGFA","PDGF/VEGF","Secreted","Alternative initiation, Disulfide bond, Differentiation, Secreted, Growth factor, Alternative promoter usage, Alternative splicing, Glycoprotein, Signal, Developmental protein, Reference proteome, Mitogen, Direct protein sequencing, Angiogenesis, 3D-structure, Heparin-binding","growth factor","False","FLT1, KDR","Protein kinase superfamily, Tyr protein kinase","Cell membrane, Endosome, Endoplasmic reticulum, Cell junction","Membrane, Secreted, Disulfide bond, Kinase, Differentiation, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Angiogenesis, Chemotaxis, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation, Host-virus interaction, Cytoplasmic vesicle, Endoplasmic reticulum, Nucleus, Cell junction","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
598,"VEGFC_VEGFR2R3","VEGFC_VEGFR2R3","VEGF","VEGFC","FLT4_KDR","","","VEGF activation receptor","","PMID: 16633338","Secreted Signaling","VEGFC - VEGFR2R3","False","VEGFC","PDGF/VEGF","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Cleavage on pair of basic residues, Repeat, 3D-structure, Glycoprotein","growth factor","False","FLT4, KDR","Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Cell membrane, Nucleus, Endoplasmic reticulum, Cell junction","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Direct protein sequencing, Angiogenesis, 3D-structure, Nucleotide-binding, Repeat, Host-virus interaction, Differentiation, Cytoplasmic vesicle, Endoplasmic reticulum, Developmental protein, Cell junction, Endosome, Ubl conjugation","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
599,"VEGFD_VEGFR2R3","VEGFD_VEGFR2R3","VEGF","VEGFD","FLT4_KDR","","","VEGF activation receptor","","PMID: 16633338","Secreted Signaling","VEGFD - VEGFR2R3","False","VEGFD","PDGF/VEGF","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Cleavage on pair of basic residues, Repeat, 3D-structure, Glycoprotein","growth factor","False","FLT4, KDR","Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Cell membrane, Nucleus, Endoplasmic reticulum, Cell junction","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Direct protein sequencing, Angiogenesis, 3D-structure, Nucleotide-binding, Repeat, Host-virus interaction, Differentiation, Cytoplasmic vesicle, Endoplasmic reticulum, Developmental protein, Cell junction, Endosome, Ubl conjugation","Receptors","Kinase;Other","","secreted","True","CellChatDB v1"
